Experiment,Date,A Total,A Repeat,A %,B Total,B Repeat,B %,C Total,C Repeat,C %,DRB1 Total,DRB1 Repeat,DRB1 %,DRB345 Total,DRB345 Repeat,DRB345 %,DQB1 Total,DQB1 Repeat,DQB1 %,DQA1 Total,DQA1 Repeat,DQA1 %,DPB1 Total,DPB1 Repeat,DPB1 %,DPA1 Total,DPA1 Repeat,DPA1 %,Overall Total,Overall Repeat,Overall %
NMD120623RT-05,2023-12-14,715,9,1.26,715,8,1.12,715,4,0.56,715,2,0.28,393,0,0.0,390,1,0.26,390,0,0.0,325,1,0.31,390,0,0.0,715,25,3.5
PAC120423AN,2023-12-14,715,0,0.0,715,1,0.14,715,0,0.0,715,0,0.0,715,1,0.14,41,0,0.0,41,0,0.0,674,1,0.15,41,0,0.0,715,3,0.42
PAC112723FIN-02,2023-12-14,715,0,0.0,715,0,0.0,715,0,0.0,715,0,0.0,0,0,,0,0,,0,0,,715,3,0.42,0,0,,715,3,0.42
PAC112723FIN-01,2023-12-14,715,1,0.14,715,0,0.0,715,0,0.0,715,1,0.14,0,0,,0,0,,0,0,,715,3,0.42,0,0,,715,5,0.7
PAC120123DAT,2023-12-14,358,0,0.0,358,0,0.0,358,0,0.0,358,1,0.28,0,0,,0,1,,0,0,,358,1,0.28,0,0,,358,3,0.84
EMB112223RT-03,2023-12-14,715,26,3.64,715,5,0.7,715,2,0.28,715,4,0.56,0,0,,0,0,,0,0,,715,4,0.56,0,0,,715,41,5.73
PAC112223EMB-02,2023-12-14,715,0,0.0,715,0,0.0,715,0,0.0,715,2,0.28,0,0,,0,0,,0,0,,715,11,1.54,0,0,,715,13,1.82
PAC112323EMB,2023-12-14,715,0,0.0,715,1,0.14,715,0,0.0,715,1,0.14,0,0,,0,0,,0,0,,715,4,0.56,0,0,,715,6,0.84
HDS113023RT-02,2023-12-14,715,11,1.54,715,4,0.56,715,2,0.28,715,15,2.1,0,0,,0,0,,0,0,,715,18,2.52,0,0,,715,50,6.99
PAC113023HDS-01,2023-12-14,715,3,0.42,715,1,0.14,715,2,0.28,715,8,1.12,0,0,,0,0,,0,0,,715,36,5.03,0,0,,715,50,6.99
NMD120623RT-04,2023-12-14,715,6,0.84,715,2,0.28,715,1,0.14,715,1,0.14,715,2,0.28,715,2,0.28,715,0,0.0,0,4,,715,0,0.0,715,18,2.52
PAC120623NMD-01,2023-12-14,715,4,0.56,715,0,0.0,715,0,0.0,715,1,0.14,715,8,1.12,715,1,0.14,715,0,0.0,0,1,,715,1,0.14,715,16,2.24
PAC120623NMD-02,2023-12-14,715,0,0.0,715,0,0.0,715,0,0.0,715,0,0.0,715,4,0.56,715,1,0.14,715,2,0.28,0,2,,715,1,0.14,715,10,1.4
PAC120623NMD-03,2023-12-14,715,1,0.14,715,1,0.14,715,0,0.0,715,1,0.14,715,3,0.42,715,0,0.0,715,1,0.14,0,4,,715,1,0.14,715,12,1.68
PAC120523AN,2023-12-21,715,0,0.0,715,0,0.0,715,0,0.0,715,3,0.42,715,1,0.14,41,0,0.0,41,0,0.0,674,2,0.3,41,0,0.0,715,6,0.84
ARC120823RT-02,2023-12-21,715,7,0.98,715,2,0.28,715,7,0.98,715,1,0.14,0,0,,0,0,,0,0,,715,5,0.7,0,0,,715,22,3.08
PAC120823ARC-01,2023-12-21,715,4,0.56,715,4,0.56,715,2,0.28,715,3,0.42,0,0,,0,0,,0,0,,715,1,0.14,0,0,,715,14,1.96
EMB112423RT-04,2023-12-21,715,9,1.26,715,4,0.56,715,1,0.14,715,3,0.42,0,0,,0,1,,0,0,,715,2,0.28,0,0,,715,20,2.8
PAC121123TOB,2023-12-21,715,0,0.0,715,0,0.0,715,0,0.0,715,3,0.42,0,0,,0,0,,0,0,,715,0,0.0,0,0,,715,3,0.42
EMB112423RT-03,2023-12-21,715,19,2.66,715,6,0.84,715,6,0.84,715,2,0.28,0,0,,0,0,,0,0,,715,2,0.28,0,0,,715,35,4.9
PAC112423EMB-01,2023-12-21,715,0,0.0,715,1,0.14,715,0,0.0,715,1,0.14,0,0,,0,0,,0,0,,715,2,0.28,0,0,,715,4,0.56
PAC112423EMB-02,2023-12-21,715,1,0.14,715,0,0.0,715,0,0.0,715,0,0.0,0,0,,0,1,,0,0,,715,6,0.84,0,0,,715,8,1.12
HDS120723RT-01,2023-12-21,715,9,1.26,715,7,0.98,715,9,1.26,715,0,0.0,0,0,,0,0,,0,0,,715,6,0.84,0,0,,715,31,4.34
PAC113023HDS-03,2023-12-21,715,1,0.14,715,0,0.0,715,0,0.0,715,4,0.56,0,0,,0,0,,0,0,,715,41,5.73,0,0,,715,46,6.43
PAC121323NMD-01,2023-12-21,715,1,0.14,715,1,0.14,715,0,0.0,715,0,0.0,715,4,0.56,715,0,0.0,715,3,0.42,0,0,,715,0,0.0,715,9,1.26
PAC121323NMD-02,2023-12-21,715,1,0.14,715,2,0.28,715,0,0.0,715,3,0.42,715,8,1.12,715,2,0.28,715,0,0.0,0,2,,715,1,0.14,715,19,2.66
PAC121323NMD-03,2023-12-21,715,2,0.28,715,1,0.14,715,1,0.14,715,1,0.14,715,4,0.56,715,0,0.0,715,1,0.14,0,0,,715,0,0.0,715,10,1.4
PAC121323NMD-04,2023-12-21,715,1,0.14,715,1,0.14,715,1,0.14,715,1,0.14,715,1,0.14,715,0,0.0,715,0,0.0,0,3,,715,0,0.0,715,8,1.12
AN121123RT,2023-12-28,715,17,2.38,715,8,1.12,715,4,0.56,715,4,0.56,715,1,0.14,41,0,0.0,41,0,0.0,674,0,0.0,41,0,0.0,715,34,4.76
PAC121123SBS,2023-12-28,715,0,0.0,715,0,0.0,715,1,0.14,715,3,0.42,715,2,0.28,486,0,0.0,486,0,0.0,229,1,0.44,486,2,0.41,715,9,1.26
PAC121323NMD-05,2023-12-28,715,0,0.0,715,0,0.0,715,0,0.0,715,1,0.14,611,0,0.0,391,0,0.0,391,1,0.26,324,7,2.16,391,1,0.26,715,10,1.4
NMD122023RT-05,2023-12-28,715,9,1.26,715,5,0.7,715,2,0.28,715,4,0.56,411,2,0.49,389,0,0.0,389,0,0.0,326,8,2.45,389,1,0.26,715,31,4.34
ARC120823RT-03,2023-12-28,715,7,0.98,715,6,0.84,715,7,0.98,715,2,0.28,0,0,,0,1,,0,0,,715,3,0.42,0,0,,715,26,3.64
EMB112423RT-05,2023-12-28,663,4,0.6,678,2,0.29,663,1,0.15,663,3,0.45,0,0,,0,0,,0,0,,663,2,0.3,0,0,,678,12,1.77
VIE121423RT,2023-12-28,715,7,0.98,715,30,4.2,715,7,0.98,715,5,0.7,31,0,0.0,31,11,35.48,31,0,0.0,684,12,1.75,31,0,0.0,715,72,10.07
PAC120723HDS-02,2023-12-28,715,2,0.28,715,0,0.0,715,1,0.14,715,1,0.14,0,0,,0,1,,0,0,,715,2,0.28,0,0,,715,7,0.98
NMD122023RT-01,2023-12-28,715,9,1.26,715,2,0.28,715,4,0.56,715,11,1.54,715,9,1.26,715,0,0.0,715,1,0.14,0,0,,715,0,0.0,715,36,5.03
NMD122023RT-02,2023-12-28,715,10,1.4,715,0,0.0,715,3,0.42,715,0,0.0,715,1,0.14,715,1,0.14,715,0,0.0,0,4,,715,1,0.14,715,20,2.8
NMD122023RT-03,2023-12-28,715,5,0.7,715,2,0.28,715,5,0.7,715,1,0.14,715,4,0.56,715,1,0.14,715,0,0.0,0,2,,715,1,0.14,715,21,2.94
NMD122023RT-04,2023-12-28,715,7,0.98,715,4,0.56,715,6,0.84,715,5,0.7,715,1,0.14,715,0,0.0,715,1,0.14,0,3,,715,2,0.28,715,29,4.06
NMD122723RT-05,2024-01-04,715,9,1.26,715,4,0.56,715,3,0.42,715,5,0.7,385,0,0.0,385,0,0.0,385,0,0.0,330,10,3.03,385,1,0.26,715,32,4.48
PAC121523AUS,2024-01-04,715,1,0.14,715,1,0.14,715,0,0.0,715,10,1.4,268,0,0.0,41,0,0.0,41,0,0.0,674,5,0.74,41,0,0.0,715,17,2.38
PAC122123AUS,2024-01-04,715,2,0.28,715,1,0.14,715,3,0.42,715,1,0.14,117,1,0.85,41,0,0.0,41,0,0.0,674,2,0.3,41,0,0.0,715,10,1.4
NOR122123RT,2024-01-04,574,1,0.17,61,8,13.11,574,27,4.7,61,0,0.0,61,0,0.0,61,0,0.0,61,0,0.0,0,0,,61,0,0.0,574,36,6.27
TOB122623RT,2024-01-04,715,3,0.42,715,2,0.28,715,1,0.14,715,0,0.0,14,0,0.0,14,0,0.0,14,0,0.0,701,6,0.86,14,0,0.0,715,12,1.68
EMB112423RT-06,2024-01-04,715,3,0.42,715,1,0.14,715,3,0.42,715,2,0.28,0,0,,0,0,,0,0,,715,4,0.56,0,0,,715,13,1.82
EMB112423RT-07,2024-01-04,715,3,0.42,715,6,0.84,715,1,0.14,715,3,0.42,0,0,,0,0,,0,0,,715,4,0.56,0,0,,715,17,2.38
HDS120823RT-01,2024-01-04,715,11,1.54,715,4,0.56,715,4,0.56,715,4,0.56,0,0,,0,1,,0,0,,715,2,0.28,0,0,,715,26,3.64
HDS120823RT-02,2024-01-04,715,2,0.28,715,5,0.7,715,3,0.42,715,1,0.14,0,0,,0,1,,0,0,,715,4,0.56,0,0,,715,16,2.24
PAC120723HDS-03,2024-01-04,715,2,0.28,715,3,0.42,715,2,0.28,715,3,0.42,0,0,,0,0,,0,0,,715,5,0.7,0,0,,715,15,2.1
PAC121523UPC-01,2024-01-04,715,3,0.42,715,4,0.56,715,2,0.28,715,0,0.0,0,0,,0,3,,0,0,,715,10,1.4,0,0,,715,22,3.08
PAC121523UPC-02,2024-01-04,715,4,0.56,715,2,0.28,715,3,0.42,715,5,0.7,0,0,,0,1,,0,0,,715,3,0.42,0,0,,715,18,2.52
PAC122723NMD-01,2024-01-04,715,0,0.0,715,0,0.0,715,0,0.0,715,1,0.14,715,9,1.26,715,0,0.0,715,3,0.42,0,1,,715,0,0.0,715,14,1.96
PAC122723NMD-02,2024-01-04,715,1,0.14,715,2,0.28,715,0,0.0,715,2,0.28,715,3,0.42,715,1,0.14,715,0,0.0,0,1,,715,0,0.0,715,10,1.4
PAC122723NMD-03,2024-01-04,715,0,0.0,715,0,0.0,715,0,0.0,715,2,0.28,715,4,0.56,715,0,0.0,715,2,0.28,0,2,,715,7,0.98,715,17,2.38
PAC122723NMD-04,2024-01-04,715,2,0.28,715,1,0.14,715,0,0.0,715,7,0.98,715,4,0.56,715,0,0.0,715,2,0.28,0,4,,715,1,0.14,715,21,2.94
PAC010324NMD-04,2024-01-11,715,1,0.14,715,1,0.14,715,0,0.0,715,1,0.14,564,1,0.18,558,1,0.18,558,0,0.0,157,2,1.27,558,0,0.0,715,7,0.98
PAC122623SBS,2024-01-11,713,3,0.42,713,0,0.0,713,0,0.0,713,7,0.98,598,1,0.17,586,0,0.0,586,5,0.85,127,3,2.36,586,0,0.0,713,19,2.66
PAC120823HDS-03,2024-01-11,715,3,0.42,715,0,0.0,715,1,0.14,715,0,0.0,0,0,,0,0,,0,0,,715,4,0.56,0,0,,715,8,1.12
SAN011124PAC,2024-01-11,333,15,4.5,333,3,0.9,333,9,2.7,333,0,0.0,324,2,0.62,324,0,0.0,324,0,0.0,9,0,0.0,324,0,0.0,333,29,8.71
DAT122623RT-01,2024-01-11,357,6,1.68,357,2,0.56,357,3,0.84,357,1,0.28,0,0,,0,0,,0,0,,357,4,1.12,0,0,,357,16,4.48
DAT122623RT-02,2024-01-11,715,10,1.4,715,2,0.28,715,3,0.42,715,2,0.28,0,0,,0,0,,0,0,,715,5,0.7,0,0,,715,22,3.08
PAC010224TOB,2024-01-11,358,0,0.0,358,0,0.0,358,2,0.56,358,1,0.28,1,0,0.0,1,0,0.0,1,0,0.0,357,1,0.28,1,0,0.0,358,4,1.12
EMB113023RT-03,2024-01-11,715,8,1.12,715,3,0.42,715,2,0.28,715,1,0.14,0,0,,0,0,,0,0,,715,3,0.42,0,0,,715,17,2.38
EMB113023RT-04,2024-01-11,715,6,0.84,715,6,0.84,715,4,0.56,715,5,0.7,0,0,,0,1,,0,0,,715,3,0.42,0,0,,715,25,3.5
PAC113023EMB-01,2024-01-11,715,0,0.0,715,0,0.0,715,0,0.0,715,1,0.14,0,0,,0,0,,0,0,,715,4,0.56,0,0,,715,5,0.7
PAC113023EMB-02,2024-01-11,715,0,0.0,715,1,0.14,715,0,0.0,715,0,0.0,0,0,,0,1,,0,0,,715,2,0.28,0,0,,715,4,0.56
HDS120823RT-04,2024-01-11,717,3,0.42,717,5,0.7,717,2,0.28,717,1,0.14,0,0,,0,0,,0,0,,717,3,0.42,0,0,,717,14,1.95
PAC010324NMD-01,2024-01-11,715,0,0.0,715,0,0.0,715,1,0.14,715,3,0.42,715,2,0.28,715,0,0.0,715,7,0.98,0,1,,715,1,0.14,715,15,2.1
PAC010324NMD-02,2024-01-11,715,1,0.14,715,1,0.14,715,0,0.0,715,4,0.56,715,2,0.28,715,0,0.0,715,2,0.28,0,1,,715,1,0.14,715,12,1.68
PAC010324NMD-03,2024-01-11,715,0,0.0,715,0,0.0,715,0,0.0,715,0,0.0,715,3,0.42,715,0,0.0,715,1,0.14,0,3,,715,2,0.28,715,9,1.26
PAC010224AN,2024-01-18,715,1,0.14,715,0,0.0,715,0,0.0,715,3,0.42,535,1,0.19,41,1,2.44,41,0,0.0,674,2,0.3,41,0,0.0,715,8,1.12
NMD011024RT-04,2024-01-18,715,8,1.12,715,4,0.56,715,2,0.28,715,4,0.56,557,1,0.18,557,0,0.0,557,0,0.0,158,9,5.7,557,4,0.72,715,32,4.48
DAT010224RT,2024-01-18,715,12,1.68,715,10,1.4,715,6,0.84,715,6,0.84,0,0,,0,1,,0,0,,715,10,1.4,0,0,,715,45,6.29
DAT010324RT,2024-01-18,715,4,0.56,715,1,0.14,715,0,0.0,715,1,0.14,0,0,,0,0,,0,0,,715,9,1.26,0,0,,715,15,2.1
PAC010324SAF,2024-01-18,358,0,0.0,358,0,0.0,358,0,0.0,358,1,0.28,304,0,0.0,304,1,0.33,304,0,0.0,54,1,1.85,304,0,0.0,358,3,0.84
SBS010224RT,2024-01-18,715,18,2.52,715,5,0.7,715,0,0.0,715,7,0.98,656,4,0.61,656,0,0.0,656,1,0.15,59,2,3.39,656,1,0.15,715,38,5.31
TOB011024RT,2024-01-18,715,3,0.42,715,0,0.0,715,2,0.28,715,0,0.0,0,0,,0,0,,0,0,,715,2,0.28,0,0,,715,7,0.98
EMB113023RT-05,2024-01-18,715,7,0.98,715,12,1.68,715,2,0.28,715,6,0.84,0,0,,0,0,,0,0,,715,5,0.7,0,0,,715,32,4.48
EMB120423RT-01,2024-01-18,715,6,0.84,715,4,0.56,715,2,0.28,715,2,0.28,0,0,,0,0,,0,0,,715,1,0.14,0,0,,715,15,2.1
PAC122923HDS,2024-01-18,358,0,0.0,358,0,0.0,358,0,0.0,358,0,0.0,0,0,,0,0,,0,0,,358,2,0.56,0,0,,358,2,0.56
NMD011024RT-02,2024-01-18,715,8,1.12,715,5,0.7,715,3,0.42,715,3,0.42,715,0,0.0,715,0,0.0,715,0,0.0,0,0,,715,0,0.0,715,19,2.66
NMD011024RT-03,2024-01-18,715,8,1.12,715,4,0.56,715,1,0.14,715,6,0.84,715,1,0.14,715,0,0.0,715,1,0.14,0,1,,715,1,0.14,715,23,3.22
PAC011024NMD-01,2024-01-18,715,0,0.0,715,0,0.0,715,0,0.0,715,2,0.28,715,0,0.0,715,1,0.14,715,0,0.0,0,0,,715,1,0.14,715,4,0.56
AN011224RT,2024-01-25,712,7,0.98,712,1,0.14,712,4,0.56,712,6,0.84,704,1,0.14,41,1,2.44,41,0,0.0,671,3,0.45,41,0,0.0,712,23,3.23
HEM011924RT-01,2024-01-25,715,2,0.28,715,11,1.54,715,1,0.14,715,14,1.96,41,0,0.0,41,1,2.44,41,0,0.0,674,18,2.67,41,0,0.0,715,47,6.57
NMD011724RT-04,2024-01-25,358,2,0.56,358,1,0.28,358,2,0.56,358,3,0.84,216,1,0.46,95,0,0.0,95,0,0.0,263,25,9.51,95,5,5.26,358,39,10.89
DAT011624RT,2024-01-25,715,23,3.22,715,5,0.7,715,7,0.98,715,1,0.14,0,0,,0,1,,0,0,,715,4,0.56,0,0,,715,41,5.73
TOB011824RT,2024-01-25,715,1,0.14,715,1,0.14,715,1,0.14,715,1,0.14,0,0,,0,0,,0,0,,715,7,0.98,0,0,,715,11,1.54
EMB120423RT-03,2024-01-25,715,7,0.98,715,6,0.84,715,3,0.42,715,2,0.28,0,0,,0,0,,0,0,,715,3,0.42,0,0,,715,21,2.94
EMB120423RT-04,2024-01-25,715,6,0.84,715,8,1.12,715,0,0.0,715,5,0.7,0,0,,0,0,,0,0,,715,21,2.94,0,0,,715,40,5.59
PAC120423EMB-02,2024-01-25,715,1,0.14,715,0,0.0,715,0,0.0,715,10,1.4,0,0,,0,0,,0,0,,715,6,0.84,0,0,,715,17,2.38
SBS011624RT,2024-01-25,359,4,1.11,359,7,1.95,359,2,0.56,359,0,0.0,253,1,0.4,253,1,0.4,253,0,0.0,106,3,2.83,253,1,0.4,359,19,5.29
CYP011824RT-01,2024-01-25,715,1,0.14,715,0,0.0,715,2,0.28,715,0,0.0,0,0,,0,0,,0,0,,715,2,0.28,0,0,,715,5,0.7
CYP011824RT-02,2024-01-25,715,2,0.28,715,1,0.14,715,3,0.42,715,2,0.28,13,0,0.0,13,1,7.69,13,0,0.0,702,3,0.43,13,0,0.0,715,12,1.68
NMD011724RT-01,2024-01-25,715,5,0.7,715,1,0.14,715,2,0.28,715,6,0.84,715,2,0.28,715,0,0.0,715,5,0.7,0,1,,715,0,0.0,715,22,3.08
NMD011724RT-02,2024-01-25,715,11,1.54,715,0,0.0,715,4,0.56,715,2,0.28,715,3,0.42,715,0,0.0,715,1,0.14,0,5,,715,2,0.28,715,28,3.92
NMD011724RT-03,2024-01-25,715,5,0.7,715,2,0.28,715,0,0.0,715,6,0.84,715,2,0.28,715,0,0.0,715,0,0.0,0,1,,715,0,0.0,715,16,2.24
HEM011924RT-03,2024-02-01,535,9,1.68,715,2,0.28,535,7,1.31,535,2,0.37,0,0,,0,5,,0,0,,535,10,1.87,0,0,,715,35,4.9
ARC012024RT-02,2024-02-01,715,14,1.96,715,5,0.7,715,6,0.84,715,1,0.14,40,0,0.0,0,2,,0,0,,715,0,0.0,0,0,,715,28,3.92
ARC012024RT-01,2024-02-01,715,13,1.82,715,7,0.98,715,4,0.56,715,1,0.14,0,0,,0,0,,0,0,,715,4,0.56,0,0,,715,29,4.06
NMD012424RT-04,2024-02-01,358,0,0.0,358,0,0.0,358,0,0.0,358,0,0.0,97,0,0.0,97,1,1.03,97,0,0.0,261,3,1.15,97,0,0.0,358,4,1.12
EMB121923RT-01,2024-02-01,715,2,0.28,715,7,0.98,715,1,0.14,715,4,0.56,0,0,,0,1,,0,0,,715,12,1.68,0,0,,715,27,3.78
PAC120623EMB-01,2024-02-01,715,1,0.14,715,1,0.14,715,1,0.14,715,0,0.0,0,0,,0,0,,0,0,,715,2,0.28,0,0,,715,5,0.7
PAC120623EMB-02,2024-02-01,715,3,0.42,715,1,0.14,715,0,0.0,715,1,0.14,0,0,,0,1,,0,0,,715,3,0.42,0,0,,715,9,1.26
CYP011824RT-03,2024-02-01,358,0,0.0,358,0,0.0,358,2,0.56,358,2,0.56,0,0,,0,0,,0,0,,358,0,0.0,0,0,,358,4,1.12
HEM011924RT-02,2024-02-01,715,3,0.42,715,6,0.84,715,8,1.12,715,6,0.84,41,0,0.0,41,3,7.32,41,0,0.0,674,16,2.37,41,0,0.0,715,42,5.87
HEM011924RT-04,2024-02-01,715,7,0.98,715,4,0.56,715,8,1.12,715,3,0.42,0,0,,0,2,,0,0,,715,13,1.82,0,0,,715,37,5.17
HEM011924RT-05,2024-02-01,715,2,0.28,715,6,0.84,715,3,0.42,715,1,0.14,0,0,,0,1,,0,0,,715,17,2.38,0,0,,715,30,4.2
MDR012324RT-01,2024-02-01,715,3,0.42,715,2,0.28,715,5,0.7,715,5,0.7,41,0,0.0,41,3,7.32,41,0,0.0,674,19,2.82,41,0,0.0,715,37,5.17
TSC012524RT-01,2024-02-01,714,4,0.56,714,3,0.42,714,9,1.26,714,5,0.7,0,0,,0,14,,0,0,,714,4,0.56,0,0,,714,39,5.46
TSC012524RT-02,2024-02-01,349,13,3.72,349,14,4.01,349,11,3.15,349,14,4.01,0,0,,0,1,,0,0,,349,20,5.73,0,0,,349,73,20.92
NMD012424RT-01,2024-02-01,715,4,0.56,715,7,0.98,715,1,0.14,715,0,0.0,715,0,0.0,715,0,0.0,715,0,0.0,0,1,,715,1,0.14,715,14,1.96
NMD012424RT-02,2024-02-01,715,7,0.98,715,5,0.7,715,2,0.28,715,0,0.0,715,4,0.56,715,0,0.0,715,0,0.0,0,1,,715,0,0.0,715,19,2.66
NMD012424RT-03,2024-02-01,715,10,1.4,715,5,0.7,715,4,0.56,715,3,0.42,715,1,0.14,715,0,0.0,715,1,0.14,0,1,,715,1,0.14,715,26,3.64
EMB121923RT-05,2024-02-08,715,5,0.7,715,3,0.42,715,2,0.28,715,2,0.28,6,0,0.0,0,1,,0,0,,715,12,1.68,0,0,,715,25,3.5
EMB122023RT-01,2024-02-08,709,11,1.55,709,3,0.42,709,0,0.0,709,3,0.42,22,0,0.0,0,0,,0,0,,709,13,1.83,0,0,,709,30,4.23
EMB122023RT-02,2024-02-08,715,9,1.26,715,9,1.26,715,3,0.42,715,4,0.56,41,0,0.0,0,0,,0,0,,715,4,0.56,0,0,,715,29,4.06
PAC121923EMB-02,2024-02-08,715,2,0.28,715,1,0.14,715,0,0.0,715,0,0.0,6,0,0.0,0,0,,0,0,,715,16,2.24,0,0,,715,19,2.66
PAC121923EMB-04,2024-02-08,715,0,0.0,715,1,0.14,715,1,0.14,715,3,0.42,0,0,,0,0,,0,0,,715,4,0.56,0,0,,715,9,1.26
PAC013124NMD-04,2024-02-08,358,0,0.0,358,0,0.0,358,1,0.28,358,3,0.84,97,0,0.0,97,0,0.0,97,0,0.0,261,8,3.07,97,1,1.03,358,13,3.63
PAC012524DAT,2024-02-08,715,3,0.42,715,2,0.28,715,3,0.42,715,0,0.0,0,0,,0,0,,0,0,,715,5,0.7,0,0,,715,13,1.82
PAC012924TOB,2024-02-08,715,2,0.28,715,2,0.28,715,0,0.0,715,3,0.42,0,0,,0,0,,0,0,,715,2,0.28,0,0,,715,9,1.26
PAC121923EMB-03,2024-02-08,715,3,0.42,715,1,0.14,715,0,0.0,715,6,0.84,0,0,,0,0,,0,0,,715,6,0.84,0,0,,715,16,2.24
MDR012324RT-02,2024-02-08,715,6,0.84,715,34,4.76,715,5,0.7,715,8,1.12,61,0,0.0,61,8,13.11,61,0,0.0,654,33,5.05,61,0,0.0,715,94,13.15
PAC013124NMD-01,2024-02-08,715,1,0.14,715,0,0.0,715,0,0.0,715,1,0.14,715,1,0.14,715,0,0.0,715,0,0.0,0,3,,715,0,0.0,715,6,0.84
PAC013124NMD-02,2024-02-08,715,2,0.28,715,0,0.0,715,1,0.14,715,4,0.56,715,2,0.28,715,0,0.0,715,1,0.14,0,3,,715,0,0.0,715,13,1.82
