Experiment,Date,A Total,A Repeat,A %,B Total,B Repeat,B %,C Total,C Repeat,C %,DRB1 Total,DRB1 Repeat,DRB1 %,DRB345 Total,DRB345 Repeat,DRB345 %,DQB1 Total,DQB1 Repeat,DQB1 %,DQA1 Total,DQA1 Repeat,DQA1 %,DPB1 Total,DPB1 Repeat,DPB1 %,DPA1 Total,DPA1 Repeat,DPA1 %,Overall Total,Overall Repeat,Overall %
PAC082824HDS-16,2024-10-03,715,2,0.28,715,0,0.0,715,1,0.14,715,1,0.14,0,0,,0,0,,0,0,,715,10,1.4,0,0,,715,14,1.96
PAC082824HDS-17,2024-10-03,715,2,0.28,715,0,0.0,715,1,0.14,715,0,0.0,0,0,,0,1,,0,0,,715,6,0.84,0,0,,715,10,1.4
PAC092524NMD-01,2024-10-03,715,0,0.0,715,0,0.0,715,0,0.0,715,3,0.42,715,3,0.42,715,0,0.0,715,0,0.0,0,2,,715,0,0.0,715,8,1.12
PAC092524DAT-02,2024-10-10,715,4,0.56,715,1,0.14,715,14,1.96,715,2,0.28,10,0,0.0,0,1,,0,0,,715,8,1.12,0,0,,715,30,4.2
PAC100224GOL,2024-10-10,715,0,0.0,715,1,0.14,715,5,0.7,715,0,0.0,715,2,0.28,41,0,0.0,41,0,0.0,674,5,0.74,41,0,0.0,715,13,1.82
PAC100224SBS,2024-10-10,715,0,0.0,715,0,0.0,715,1,0.14,715,0,0.0,715,0,0.0,482,0,0.0,482,0,0.0,233,1,0.43,482,0,0.0,715,2,0.28
PAC093024DAT,2024-10-10,715,4,0.56,715,11,1.54,715,39,5.45,715,1,0.14,0,0,,0,1,,0,0,,715,7,0.98,0,0,,715,63,8.81
PAC100224NMD-03,2024-10-10,358,0,0.0,358,0,0.0,358,6,1.68,358,0,0.0,196,0,0.0,196,1,0.51,196,0,0.0,162,1,0.62,196,0,0.0,358,8,2.23
PAC092024HDS-01,2024-10-10,715,14,1.96,715,3,0.42,715,9,1.26,715,2,0.28,0,0,,0,0,,0,0,,715,1,0.14,0,0,,715,29,4.06
PAC092024HDS-02,2024-10-10,715,2,0.28,715,2,0.28,715,7,0.98,715,1,0.14,0,0,,0,1,,0,0,,715,4,0.56,0,0,,715,17,2.38
PAC092024HDS-03,2024-10-10,715,7,0.98,715,4,0.56,715,10,1.4,715,1,0.14,0,0,,0,0,,0,0,,715,1,0.14,0,0,,715,23,3.22
PAC092024HDS-04,2024-10-10,715,3,0.42,715,4,0.56,715,7,0.98,715,1,0.14,0,0,,0,0,,0,0,,715,3,0.42,0,0,,715,18,2.52
PAC092024HDS-05,2024-10-10,715,2,0.28,715,3,0.42,715,6,0.84,715,3,0.42,0,0,,0,1,,0,0,,715,1,0.14,0,0,,715,16,2.24
PAC092024HDS-06,2024-10-10,715,3,0.42,715,2,0.28,715,5,0.7,715,2,0.28,0,0,,0,0,,0,0,,715,1,0.14,0,0,,715,13,1.82
PAC100224NMD-01,2024-10-10,715,2,0.28,715,1,0.14,715,2,0.28,715,2,0.28,715,5,0.7,715,0,0.0,715,0,0.0,0,6,,715,0,0.0,715,18,2.52
PAC100224NMD-02,2024-10-10,715,2,0.28,715,0,0.0,715,1,0.14,715,2,0.28,715,1,0.14,715,0,0.0,715,0,0.0,0,1,,715,0,0.0,715,7,0.98
PAC100424AN,2024-10-17,715,0,0.0,715,1,0.14,715,2,0.28,715,2,0.28,639,3,0.47,0,1,,0,0,,715,1,0.14,0,0,,715,10,1.4
PAC101124TOB-01,2024-10-17,715,0,0.0,715,0,0.0,715,0,0.0,715,2,0.28,19,0,0.0,0,0,,0,0,,715,1,0.14,0,0,,715,3,0.42
TOB101124RT-02,2024-10-17,715,5,0.7,715,4,0.56,715,4,0.56,715,1,0.14,41,0,0.0,29,1,3.45,19,0,0.0,696,3,0.43,19,0,0.0,715,18,2.52
PAC100824DAT,2024-10-17,715,1,0.14,715,1,0.14,715,3,0.42,715,2,0.28,0,0,,0,1,,0,0,,715,4,0.56,0,0,,715,12,1.68
PAC100924NMD-04,2024-10-17,358,0,0.0,358,0,0.0,358,1,0.28,358,1,0.28,158,1,0.63,158,0,0.0,158,0,0.0,200,3,1.5,158,0,0.0,358,6,1.68
PAC100724HDS,2024-10-17,715,7,0.98,715,1,0.14,715,14,1.96,715,1,0.14,0,0,,0,0,,0,0,,715,2,0.28,0,0,,715,25,3.5
PAC100924NMD-01,2024-10-17,715,0,0.0,715,1,0.14,715,0,0.0,715,3,0.42,715,6,0.84,715,0,0.0,715,0,0.0,0,1,,715,0,0.0,715,11,1.54
PAC100924NMD-02,2024-10-17,715,0,0.0,715,0,0.0,715,0,0.0,715,1,0.14,715,2,0.28,715,1,0.14,715,0,0.0,0,1,,715,1,0.14,715,6,0.84
PAC100924NMD-03,2024-10-17,715,2,0.28,715,0,0.0,715,3,0.42,715,0,0.0,715,5,0.7,715,0,0.0,715,1,0.14,0,2,,715,0,0.0,715,13,1.82
PAC101124NOR-01,2024-10-24,715,0,0.0,715,0,0.0,715,0,0.0,715,1,0.14,0,0,,0,0,,0,0,,715,0,0.0,0,0,,715,1,0.14
PAC101024ARC-01,2024-10-24,715,5,0.7,715,0,0.0,715,21,2.94,715,0,0.0,41,0,0.0,41,0,0.0,41,0,0.0,674,1,0.15,41,0,0.0,715,27,3.78
PAC101024ARC-02,2024-10-24,715,7,0.98,715,2,0.28,715,24,3.36,715,0,0.0,0,0,,0,1,,0,0,,715,1,0.14,0,0,,715,35,4.9
PAC101024ARC-03,2024-10-24,715,12,1.68,715,1,0.14,715,16,2.24,715,2,0.28,0,0,,0,0,,0,0,,715,5,0.7,0,0,,715,36,5.03
PAC101024ARC-04,2024-10-24,715,6,0.84,715,1,0.14,715,20,2.8,715,1,0.14,30,0,0.0,30,3,10.0,30,0,0.0,685,2,0.29,30,0,0.0,715,33,4.62
PAC101024ARC-05,2024-10-24,715,3,0.42,715,2,0.28,715,12,1.68,715,0,0.0,30,0,0.0,30,1,3.33,30,0,0.0,685,0,0.0,30,0,0.0,715,18,2.52
PAC101024ARC-06,2024-10-24,715,1,0.14,715,1,0.14,715,8,1.12,715,0,0.0,0,0,,0,0,,0,0,,715,2,0.28,0,0,,715,12,1.68
PAC101024ARC-07,2024-10-24,358,0,0.0,358,0,0.0,358,4,1.12,358,0,0.0,0,0,,0,1,,0,0,,358,4,1.12,0,0,,358,9,2.51
PAC101624NMD-04,2024-10-24,358,0,0.0,358,0,0.0,358,4,1.12,358,1,0.28,97,0,0.0,97,1,1.03,97,0,0.0,261,4,1.53,97,0,0.0,358,10,2.79
SBM101224RT,2024-10-24,715,3,0.42,715,3,0.42,715,36,5.03,715,8,1.12,21,0,0.0,21,2,9.52,21,0,0.0,694,4,0.58,21,0,0.0,715,56,7.83
PAC101624SBS,2024-10-24,358,1,0.28,358,0,0.0,358,2,0.56,358,0,0.0,287,0,0.0,287,1,0.35,287,0,0.0,71,1,1.41,287,0,0.0,358,5,1.4
PAC100724DEN,2024-10-24,714,3,0.42,714,3,0.42,714,5,0.7,714,4,0.56,0,0,,0,31,,0,0,,714,3,0.42,0,0,,714,49,6.86
PAC101024DEV,2024-10-24,358,0,0.0,358,0,0.0,358,1,0.28,358,1,0.28,21,0,0.0,21,0,0.0,21,0,0.0,337,1,0.3,21,0,0.0,358,3,0.84
PAC101124NOR-02,2024-10-24,202,0,0.0,202,0,0.0,202,0,0.0,202,1,0.5,0,0,,0,0,,0,0,,202,0,0.0,0,0,,202,1,0.5
PAC101624NMD-01,2024-10-24,715,1,0.14,715,1,0.14,715,1,0.14,715,2,0.28,715,1,0.14,715,2,0.28,715,0,0.0,0,2,,715,1,0.14,715,11,1.54
PAC101624NMD-02,2024-10-24,715,0,0.0,715,0,0.0,715,1,0.14,715,2,0.28,715,3,0.42,715,0,0.0,715,0,0.0,0,4,,715,0,0.0,715,10,1.4
PAC101624NMD-03,2024-10-24,715,0,0.0,715,0,0.0,715,3,0.42,715,2,0.28,715,2,0.28,715,1,0.14,715,0,0.0,0,7,,715,0,0.0,715,15,2.1
AN102524RT,2024-10-31,715,7,0.98,715,4,0.56,715,3,0.42,715,1,0.14,233,0,0.0,33,0,0.0,33,0,0.0,682,4,0.59,33,0,0.0,715,19,2.66
PAC102124AN,2024-10-31,715,0,0.0,715,1,0.14,715,2,0.28,715,0,0.0,553,4,0.72,41,1,2.44,41,0,0.0,674,5,0.74,41,0,0.0,715,13,1.82
TOB102524RT,2024-10-31,715,7,0.98,715,4,0.56,715,5,0.7,715,1,0.14,332,1,0.3,33,0,0.0,33,0,0.0,682,0,0.0,33,0,0.0,715,18,2.52
PAC102324NMD-04,2024-10-31,358,0,0.0,358,1,0.28,358,1,0.28,358,1,0.28,333,0,0.0,333,0,0.0,333,0,0.0,25,1,4.0,333,0,0.0,358,4,1.12
DAT102224RT,2024-10-31,715,10,1.4,715,11,1.54,715,25,3.5,715,3,0.42,18,0,0.0,18,1,5.56,18,0,0.0,697,6,0.86,18,0,0.0,715,56,7.83
PAC102124TOB-01,2024-10-31,715,0,0.0,715,0,0.0,715,1,0.14,715,3,0.42,39,0,0.0,39,0,0.0,39,0,0.0,676,3,0.44,39,0,0.0,715,7,0.98
DAT102524RT,2024-10-31,536,6,1.12,536,0,0.0,536,8,1.49,536,2,0.37,58,0,0.0,58,0,0.0,58,0,0.0,478,0,0.0,58,0,0.0,536,16,2.99
PAC101824DAT,2024-10-31,715,1,0.14,715,2,0.28,715,5,0.7,715,1,0.14,0,0,,0,1,,0,0,,715,9,1.26,0,0,,715,19,2.66
PAC102124TOB-02,2024-10-31,358,0,0.0,358,0,0.0,358,0,0.0,358,0,0.0,21,0,0.0,21,1,4.76,21,0,0.0,337,3,0.89,21,0,0.0,358,4,1.12
CYP102924RT-01,2024-10-31,715,0,0.0,715,2,0.28,715,10,1.4,715,1,0.14,0,0,,0,5,,0,0,,715,2,0.28,0,0,,715,20,2.8
PAC102324NMD-01,2024-10-31,715,1,0.14,715,1,0.14,715,1,0.14,715,0,0.0,715,0,0.0,715,0,0.0,715,0,0.0,0,3,,715,0,0.0,715,6,0.84
PAC102324NMD-02,2024-10-31,715,0,0.0,715,2,0.28,715,0,0.0,715,1,0.14,715,0,0.0,715,0,0.0,715,0,0.0,0,2,,715,0,0.0,715,5,0.7
PAC102324NMD-03,2024-10-31,715,0,0.0,715,0,0.0,715,1,0.14,715,3,0.42,715,4,0.56,715,0,0.0,715,0,0.0,0,2,,715,1,0.14,715,11,1.54
CRB102324RT,2024-10-31,491,2,0.41,536,2,0.37,491,2,0.41,491,1,0.2,0,0,,0,0,,0,0,,491,0,0.0,0,0,,536,7,1.31
SBS103024RT,2024-11-07,713,5,0.7,713,4,0.56,713,17,2.38,713,1,0.14,461,0,0.0,449,0,0.0,449,0,0.0,264,2,0.76,449,0,0.0,713,29,4.07
TOB110424RT,2024-11-07,715,4,0.56,715,0,0.0,715,5,0.7,715,1,0.14,310,0,0.0,0,0,,0,0,,715,2,0.28,0,0,,715,12,1.68
NMD103024RT-04,2024-11-07,715,5,0.7,715,4,0.56,715,3,0.42,715,4,0.56,557,1,0.18,557,0,0.0,557,0,0.0,158,2,1.27,557,0,0.0,715,19,2.66
DEN103124RT-01,2024-11-07,664,12,1.81,664,1,0.15,664,26,3.92,664,2,0.3,0,0,,0,4,,0,0,,664,7,1.05,0,0,,664,52,7.83
DEN103124RT-02,2024-11-07,715,7,0.98,715,7,0.98,715,25,3.5,715,0,0.0,0,0,,0,0,,0,0,,715,5,0.7,0,0,,715,44,6.15
FIN103124RT-01,2024-11-07,715,8,1.12,715,0,0.0,715,6,0.84,715,1,0.14,41,0,0.0,41,0,0.0,41,0,0.0,674,5,0.74,41,0,0.0,715,20,2.8
CYP102924RT-02,2024-11-07,358,1,0.28,358,0,0.0,358,9,2.51,358,0,0.0,0,0,,0,4,,0,0,,358,3,0.84,0,0,,358,17,4.75
NMD103024RT-03,2024-11-07,715,5,0.7,715,3,0.42,715,6,0.84,715,1,0.14,715,5,0.7,715,0,0.0,715,0,0.0,0,6,,715,0,0.0,715,26,3.64
PAC103024NMD-01,2024-11-07,715,1,0.14,715,0,0.0,715,1,0.14,715,0,0.0,715,3,0.42,715,0,0.0,715,0,0.0,0,3,,715,0,0.0,715,8,1.12
PAC103024NMD-02,2024-11-07,715,0,0.0,715,1,0.14,715,0,0.0,715,0,0.0,715,1,0.14,715,0,0.0,715,1,0.14,0,0,,715,0,0.0,715,3,0.42
PAC103124FIN-02,2024-11-14,715,0,0.0,715,0,0.0,715,0,0.0,715,1,0.14,225,1,0.44,21,0,0.0,21,0,0.0,694,0,0.0,21,0,0.0,715,2,0.28
PAC110524AN,2024-11-14,715,1,0.14,715,1,0.14,715,4,0.56,715,2,0.28,327,0,0.0,0,0,,0,0,,715,5,0.7,0,0,,715,13,1.82
PAC110624NMD-04,2024-11-14,715,2,0.28,715,1,0.14,715,0,0.0,715,1,0.14,715,3,0.42,557,0,0.0,557,0,0.0,158,4,2.53,557,0,0.0,715,11,1.54
DAT111224RT,2024-11-14,715,9,1.26,715,4,0.56,715,12,1.68,715,0,0.0,11,0,0.0,11,0,0.0,11,0,0.0,704,3,0.43,11,0,0.0,715,28,3.92
PAC110724DAT,2024-11-14,715,0,0.0,715,1,0.14,715,0,0.0,715,0,0.0,6,0,0.0,6,1,16.67,6,0,0.0,709,1,0.14,6,0,0.0,715,3,0.42
PAC110724GOL,2024-11-14,715,2,0.28,715,1,0.14,715,0,0.0,715,0,0.0,630,1,0.16,41,0,0.0,41,0,0.0,674,2,0.3,41,0,0.0,715,6,0.84
DEN111124RT,2024-11-14,536,8,1.49,536,4,0.75,536,4,0.75,536,0,0.0,0,0,,0,1,,0,0,,536,1,0.19,0,0,,536,18,3.36
PAC110624NMD-01,2024-11-14,715,0,0.0,715,0,0.0,715,0,0.0,715,1,0.14,715,2,0.28,715,0,0.0,715,0,0.0,0,2,,715,0,0.0,715,5,0.7
PAC110624NMD-02,2024-11-14,715,2,0.28,715,0,0.0,715,0,0.0,715,2,0.28,715,4,0.56,715,2,0.28,715,0,0.0,0,2,,715,0,0.0,715,12,1.68
PAC110624NMD-03,2024-11-14,715,0,0.0,715,0,0.0,715,0,0.0,715,2,0.28,715,0,0.0,715,1,0.14,715,0,0.0,0,0,,715,0,0.0,715,3,0.42
TOB111824RT,2024-11-21,715,8,1.12,715,1,0.14,715,13,1.82,715,1,0.14,0,0,,0,0,,0,0,,715,4,0.56,0,0,,715,27,3.78
DAT111524RT,2024-11-21,715,11,1.54,715,4,0.56,715,15,2.1,715,0,0.0,0,0,,0,1,,0,0,,715,5,0.7,0,0,,715,36,5.03
PAC111324NMD-04,2024-11-21,715,0,0.0,715,0,0.0,715,3,0.42,715,3,0.42,557,1,0.18,557,0,0.0,557,0,0.0,158,2,1.27,557,0,0.0,715,9,1.26
HDS111224RT-02,2024-11-21,715,5,0.7,715,2,0.28,715,8,1.12,715,0,0.0,0,0,,0,0,,0,0,,715,0,0.0,0,0,,715,15,2.1
HDS111224RT-03,2024-11-21,715,6,0.84,715,9,1.26,715,26,3.64,715,1,0.14,0,0,,0,0,,0,0,,715,2,0.28,0,0,,715,44,6.15
HDS111224RT-04,2024-11-21,715,5,0.7,715,11,1.54,715,10,1.4,715,5,0.7,0,0,,0,1,,0,0,,715,2,0.28,0,0,,715,34,4.76
HDS111224RT-05,2024-11-21,715,10,1.4,715,3,0.42,715,8,1.12,715,1,0.14,0,0,,0,0,,0,0,,715,3,0.42,0,0,,715,25,3.5
HDS111224RT-06,2024-11-21,715,3,0.42,715,5,0.7,715,11,1.54,715,2,0.28,0,0,,0,0,,0,0,,715,4,0.56,0,0,,715,25,3.5
HDS111224RT-07,2024-11-21,358,0,0.0,358,0,0.0,358,2,0.56,358,2,0.56,0,0,,0,0,,0,0,,358,2,0.56,0,0,,358,6,1.68
MDR111824RT-01,2024-11-21,715,11,1.54,715,2,0.28,715,19,2.66,715,1,0.14,30,0,0.0,30,2,6.67,0,0,,685,12,1.75,30,0,0.0,715,47,6.57
PAC111224HDS-01,2024-11-21,715,2,0.28,715,1,0.14,715,8,1.12,715,0,0.0,0,0,,0,0,,0,0,,715,1,0.14,0,0,,715,12,1.68
PAC111324NMD-01,2024-11-21,715,0,0.0,715,0,0.0,715,0,0.0,715,4,0.56,715,9,1.26,715,0,0.0,715,0,0.0,0,1,,715,0,0.0,715,14,1.96
PAC111324NMD-02,2024-11-21,715,0,0.0,715,0,0.0,715,3,0.42,715,2,0.28,715,3,0.42,715,0,0.0,715,0,0.0,0,2,,715,0,0.0,715,10,1.4
PAC111324NMD-03,2024-11-21,715,0,0.0,715,0,0.0,715,0,0.0,715,2,0.28,715,13,1.82,715,1,0.14,715,1,0.14,0,1,,715,0,0.0,715,18,2.52
PAC111824SBS,2024-11-28,715,0,0.0,715,0,0.0,715,1,0.14,715,1,0.14,700,1,0.14,405,0,0.0,405,1,0.25,310,1,0.32,405,0,0.0,715,5,0.7
PAC111924AN,2024-11-28,715,7,0.98,715,3,0.42,715,26,3.64,715,1,0.14,205,1,0.49,0,7,,0,0,,715,13,1.82,0,0,,715,58,8.11
PAC112024NMD-04,2024-11-28,715,1,0.14,715,2,0.28,715,11,1.54,715,1,0.14,556,1,0.18,556,1,0.18,556,0,0.0,159,6,3.77,556,0,0.0,715,23,3.22
HDS112024RT-01,2024-11-28,715,14,1.96,715,4,0.56,715,11,1.54,715,0,0.0,0,0,,0,0,,0,0,,715,0,0.0,0,0,,715,29,4.06
HDS112024RT-02,2024-11-28,715,11,1.54,715,6,0.84,715,22,3.08,715,0,0.0,0,0,,0,4,,0,0,,715,1,0.14,0,0,,715,44,6.15
PAC111824MDR-03,2024-11-28,358,0,0.0,358,5,1.4,358,0,0.0,358,0,0.0,21,0,0.0,21,0,0.0,0,0,,337,4,1.19,21,0,0.0,358,9,2.51
PAC111824MDR-02,2024-11-28,715,3,0.42,715,3,0.42,715,4,0.56,715,4,0.56,41,0,0.0,41,1,2.44,0,0,,674,3,0.45,41,0,0.0,715,18,2.52
PAC112024NMD-01,2024-11-28,715,1,0.14,715,1,0.14,715,0,0.0,715,1,0.14,715,0,0.0,715,1,0.14,715,0,0.0,0,5,,715,0,0.0,715,9,1.26
PAC112024NMD-02,2024-11-28,715,1,0.14,715,0,0.0,715,1,0.14,715,0,0.0,715,2,0.28,715,0,0.0,715,0,0.0,0,1,,715,0,0.0,715,5,0.7
PAC112024NMD-03,2024-11-28,715,1,0.14,715,0,0.0,715,0,0.0,715,0,0.0,715,3,0.42,715,0,0.0,715,0,0.0,0,1,,715,1,0.14,715,6,0.84
ARC112224RT,2024-12-05,715,2,0.28,715,8,1.12,715,15,2.1,715,0,0.0,14,0,0.0,0,0,,0,0,,715,7,0.98,0,0,,715,32,4.48
PAC112524AN,2024-12-05,715,1,0.14,715,0,0.0,715,1,0.14,715,4,0.56,614,5,0.81,0,2,,0,0,,715,1,0.14,0,0,,715,14,1.96
PAC112624AN,2024-12-05,714,0,0.0,714,1,0.14,714,0,0.0,714,5,0.7,406,2,0.49,0,2,,0,0,,714,5,0.7,0,0,,714,15,2.1
UPC112724RT-01,2024-12-05,715,8,1.12,715,3,0.42,715,10,1.4,715,2,0.28,0,0,,0,0,,0,0,,715,0,0.0,0,0,,715,23,3.22
GOL112724RT,2024-12-05,715,9,1.26,715,3,0.42,715,11,1.54,715,0,0.0,517,0,0.0,0,0,,0,0,,715,8,1.12,0,0,,715,31,4.34
PAC112624EMB,2024-12-05,715,3,0.42,715,0,0.0,715,2,0.28,715,1,0.14,0,0,,0,0,,0,0,,715,2,0.28,0,0,,715,8,1.12
PAC112024GOL,2024-12-05,701,0,0.0,701,0,0.0,701,2,0.29,701,0,0.0,531,0,0.0,31,0,0.0,31,0,0.0,670,6,0.9,31,0,0.0,701,8,1.14
PAC112124DAT,2024-12-05,715,2,0.28,715,0,0.0,715,10,1.4,715,1,0.14,0,0,,0,1,,0,0,,715,14,1.96,0,0,,715,28,3.92
PAC112724NMD-04,2024-12-05,715,3,0.42,715,1,0.14,715,2,0.28,715,1,0.14,557,2,0.36,547,0,0.0,547,0,0.0,168,2,1.19,547,0,0.0,715,11,1.54
PAC112024HDS-03,2024-12-05,715,0,0.0,715,0,0.0,715,2,0.28,715,0,0.0,0,0,,0,1,,0,0,,715,0,0.0,0,0,,715,3,0.42
PAC112024HDS-04,2024-12-05,715,2,0.28,715,4,0.56,715,10,1.4,715,1,0.14,0,0,,0,0,,0,0,,715,1,0.14,0,0,,715,18,2.52
PAC112024HDS-05,2024-12-05,715,2,0.28,715,5,0.7,715,8,1.12,715,0,0.0,0,0,,0,2,,0,0,,715,6,0.84,0,0,,715,23,3.22
PAC112224UPC-01,2024-12-05,715,1,0.14,715,5,0.7,715,10,1.4,715,0,0.0,0,0,,0,0,,0,0,,715,3,0.42,0,0,,715,19,2.66
PAC112224UPC-02,2024-12-05,715,0,0.0,715,6,0.84,715,10,1.4,715,5,0.7,0,0,,0,0,,0,0,,715,1,0.14,0,0,,715,22,3.08
PAC112724NMD-01,2024-12-05,715,1,0.14,715,0,0.0,715,1,0.14,715,3,0.42,715,1,0.14,715,0,0.0,715,0,0.0,0,1,,715,0,0.0,715,7,0.98
PAC112724NMD-02,2024-12-05,715,0,0.0,715,1,0.14,715,1,0.14,715,2,0.28,715,1,0.14,715,0,0.0,715,1,0.14,0,6,,715,0,0.0,715,12,1.68
PAC112724NMD-03,2024-12-05,715,2,0.28,715,2,0.28,715,1,0.14,715,1,0.14,715,1,0.14,715,1,0.14,715,1,0.14,0,5,,715,0,0.0,715,14,1.96
PAC120424AN-01,2024-12-12,715,2,0.28,715,2,0.28,715,0,0.0,715,2,0.28,674,0,0.0,0,1,,0,0,,715,2,0.28,0,0,,715,9,1.26
PAC120424AN-02,2024-12-12,715,0,0.0,715,1,0.14,715,2,0.28,715,2,0.28,674,1,0.15,0,0,,0,0,,715,0,0.0,0,0,,715,6,0.84
PAC120424AN-03,2024-12-12,715,2,0.28,715,1,0.14,715,4,0.56,715,1,0.14,150,0,0.0,0,0,,0,0,,715,2,0.28,0,0,,715,10,1.4
PAC112924TOB,2024-12-12,715,0,0.0,715,0,0.0,715,0,0.0,715,0,0.0,0,0,,0,1,,0,0,,715,0,0.0,0,0,,715,1,0.14
PAC120724TOB,2024-12-12,358,0,0.0,358,0,0.0,358,0,0.0,358,0,0.0,0,0,,0,1,,0,0,,358,0,0.0,0,0,,358,1,0.28
PAC120424NMD-04,2024-12-12,358,0,0.0,358,0,0.0,358,0,0.0,358,0,0.0,97,0,0.0,97,1,1.03,97,0,0.0,261,2,0.77,97,0,0.0,358,3,0.84
HDS120924RT-01,2024-12-12,715,4,0.56,715,6,0.84,715,12,1.68,715,1,0.14,0,0,,0,1,,0,0,,715,1,0.14,0,0,,715,25,3.5
HDS120924RT-02,2024-12-12,715,10,1.4,715,9,1.26,715,10,1.4,715,0,0.0,0,0,,0,0,,0,0,,715,5,0.7,0,0,,715,34,4.76
PAC112724UPC-02,2024-12-12,715,1,0.14,715,0,0.0,715,1,0.14,715,2,0.28,0,0,,0,1,,0,0,,715,4,0.56,0,0,,715,9,1.26
PAC112724UPC-03,2024-12-12,715,0,0.0,715,3,0.42,715,6,0.84,715,1,0.14,0,0,,0,0,,0,0,,715,5,0.7,0,0,,715,15,2.1
PAC112924SBS,2024-12-12,715,0,0.0,715,0,0.0,715,1,0.14,715,0,0.0,433,0,0.0,433,0,0.0,433,3,0.69,282,2,0.71,433,0,0.0,715,6,0.84
PAC120424NMD-01,2024-12-12,715,1,0.14,715,0,0.0,715,1,0.14,715,3,0.42,715,0,0.0,715,4,0.56,715,0,0.0,0,0,,715,0,0.0,715,9,1.26
PAC120424NMD-02,2024-12-12,715,1,0.14,715,0,0.0,715,0,0.0,715,2,0.28,715,2,0.28,715,0,0.0,715,0,0.0,0,1,,715,0,0.0,715,6,0.84
PAC120424NMD-03,2024-12-12,715,1,0.14,715,0,0.0,715,0,0.0,715,0,0.0,715,3,0.42,715,1,0.14,715,0,0.0,0,2,,715,0,0.0,715,7,0.98
